"hoscode","hosname","hostype","address","road","mu","subdistcode","distcode","provcode","postcode","hoscodenew","bed","level_service","bedhos","hdc_regist","dep","hmain_sent","register_date","mcode","amcode","tmcode","lat","lon"
"05784","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขัวสูง ตำบลกกตูม",18,"บ้านขัวสูง ","","05","03","04",49,49140,"000578400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490403,16.87686978100000000000,104.16278048000000000000
"05785","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านแก่งนาง ตำบลกกตูม",18,"บ้านแก่งนาง ","","07","03","04",49,49140,"000578500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490403,16.70601204399230000000,104.24026608209010000000
"05786","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองแคน ตำบลหนองแคน",18,"บ้านหนองแคน ","","02","04","04",49,49140,"000578600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490404,16.76499577089168000000,104.49188675851622000000
"05787","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านชะโนดน้อย ตำบลชะโนดน้อย",18,"บ้านโนนทัน ","","02","05","04",49,49140,"000578700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490405,16.81010226500000000000,104.63307527000000000000
"05788","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านย้อมพัฒนา ตำบลชะโนดน้อย",18,"บ้านย้อมพัฒนา ","","07","05","04",49,49140,"000578800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490405,16.79621302400000000000,104.65668507000000000000
"05789","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านพังแดง ตำบลพังแดง",18,"บ้านพังแดง ","","01","06","04",49,49140,"000578900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4904,490406,16.80918805200000000000,104.38915303000000000000
"05790","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำชะอี ตำบลคำชะอี",18,"บ้านคำชะอี ถ.มุกดาหาร-กุฉินารายณ์","","01","04","05",49,49110,"000579000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490504,16.53484011700000000000,104.36427041000000000000
"05791","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโนนสังข์ศรี  บ้านซ่ง",18,"บ้านโนนสังข์ศรี ","","03","03","05",49,49110,"000579100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490503,16.59105240100000000000,104.45869012000000000000
"05792","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองเอี่ยน ตำบลหนองเอี่ยน",18,"บ้านหนองเอี่ยน ","","02","05","05",49,49110,"000579200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490505,16.61672193800000000000,104.45761506000000000000
"05793","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านค้อ ตำบลบ้านค้อ",18,"บ้านค้อ ","","02","06","05",49,49110,"000579300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490506,16.63777380700000000000,104.42037819000000000000
"05794","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่า ตำบลบ้านเหล่า",18,"บ้านเหล่า ","","01","07","05",49,49110,"000579400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490507,16.62845648600000000000,104.41158337000000000000
"05795","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหนองหญ้าปล้อง ตำบลบ้านเหล่า",18,"บ้านหนองหญ้าปล้อง ","","04","07","05",49,49110,"000579500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490507,16.61509233000000000000,104.39142965000000000000
"05796","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโพนงาม ตำบลโพนงาม",18,"บ้านโพนงาม ","","01","08","05",49,49110,"000579600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490508,16.65554137900000000000,104.43862932000000000000
"05797","โรงพยาบาลส่งเสริมสุขภาพตำบลโนนป่าแดง  ตำบลโพนงาม",18,"บ้านโนนป่าแดง ","","05","08","05",49,49110,"000579700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490508,16.66446261217997800000,104.41761793049068000000
"05798","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเหล่าสร้างถ่อ ตำบลเหล่าสร้างถ่อ",18,"บ้านเหล่าสร้างถ่อ ","","02",11,"05",49,49110,"000579800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490511,16.58421294200000000000,104.48136600000000000000
"05799","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำบก ตำบลคำบก",18,"บ้านคำบก ","","04",12,"05",49,49110,"000579900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4905,490512,16.50963405600000000000,104.41233766000000000000
"05800","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านหว้านใหญ่   หว้านใหญ่",18,"บ้านหว้านใหญ่ ","","03","01","06",49,49150,"000580000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4906,490601,16.71160498100000000000,104.75382949000000000000
"05801","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่งขาม ตำบลป่งขาม",18,"บ้านป่งขาม ","","01","02","06",49,49150,"000580100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4906,490602,16.75291657700000000000,104.74644880000000000000
"05802","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านดอน ตำบลบางทรายน้อย",18,"บ้านดอน ","","03","03","06",49,49150,"000580200",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4906,490603,16.65132262800000000000,104.71447453000000000000
"05803","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบางทราย ตำบลบางทรายน้อย",18,"บ้านบางทราย ","","01","03","06",49,49150,"000580300",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4906,490603,16.64512734000000000000,104.73924011000000000000
"05804","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านชะโนด ตำบลชะโนด",18,"บ้านชะโนด ","","01","04","06",49,49150,"000580400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4906,490604,16.67802588000000000000,104.74764347000000000000
"05805","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนิคมเกษตรกรรมทหารผ่านศึก",18,"บ้านนิคมเกษตรกรรมทหารผ่านศึก ","","04","05","06",49,49150,"000580500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4906,490605,16.80825463196562000000,104.70462681930576000000
"05806","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านงิ้ว ตำบลโนนยาง",18,"บ้านงิ้ว ","","04","02","07",49,49160,"000580600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4907,490702,16.49479518200000000000,104.28058283000000000000
"05807","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านคำพอก  ตำบลโนนยาง",18,"บ้านคำพอก ","","05","02","07",49,49160,"000580700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4907,490702,16.49209297500000000000,104.24484013000000000000
"05808","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบุ่ง ตำบลภูวง",18,"บ้านบุ่ง ","","04","03","07",49,49160,"000580800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4907,490703,16.45816700300000000000,104.41715803000000000000
"05809","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเป้า ตำบลบ้านเป้า",18,"บ้านเป้า ","","03","04","07",49,49160,"000580900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4907,490704,16.41862489700000000000,104.33987688000000000000
"05810","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโคกกลาง  ตำบลหนองสูงใต้",18,"บ้านโคกกลาง ","","02","05","07",49,49160,"000581000",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,4907,490705,16.39895432800000000000,104.38132646000000000000
"05811","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเจ็ดยอด ตำบลช้างเผือก",18,"-","","02","07","01",50,"-","000581100",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500107,18.80999234300000000000,98.97032327900000000000
"05812","สถานีอนามัยสุเทพ","03","-","","05","08","01",50,"-","000581200",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,5001,500108,18.76958863500000000000,98.94994967500000000000
"05813","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านท่าข้าม ตำบลแม่เหียะ",18,"-","","04","09","01",50,"-","000581300",0,"10-1 ปฐมภูมิ",0,1,"","",NULL,23000,5001,500109,18.74345937800000000000,98.94764261100000000000
"05814","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังสิงห์คำ ตำบลป่าแดด",18,"-","","06",10,"01",50,"-","000581400",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500110,18.73191551500000000000,98.98381669800000000000
"05815","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านโรงวัว ตำบลหนองหอย",18,"-","","02",11,"01",50,"-","000581500",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500111,18.75313728600000000000,98.99944025000000000000
"05816","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านศรีบัวเงิน ตำบลท่าศาลา",18,"-","","02",12,"01",50,"-","000581600",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500112,18.76800858100000000000,99.04374974500000000000
"05817","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านบวกครกน้อย ตำบลหนองป่าครั่ง",18,"-","","03",13,"01",50,"-","000581700",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500113,18.78342633000000000000,99.04338956000000000000
"05818","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านขะจาว ตำบลฟ้าฮ่าม",18,"-","","03",14,"01",50,"-","000581800",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500114,18.81088916200000000000,99.01040161800000000000
"05819","โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านป่าข่อยเหนือ ตำบลสันผีเสื้อ",18,"-","","01",16,"01",50,"-","000581900",0,"10-1 ปฐมภูมิ",0,1,21002,"",NULL,21000,5001,500116,18.86939129338827600000,98.98114057430939000000
